Offer ID,Title,Location,Description,Contract Type,Salary,Education,Experience,Industry,Skills,Posted Date,Hiring Date,Deadline,Contract Duration,URL
UAR3601-ANILEF-033,"Développeur web, portails de données de génomique marine ATLASea - BYTE SEA - ROSCOFF (H/F)",ROSCOFF,L'ingénieur.e sera responsable du développement de nouvelles fonctionnalités et de l’intégration des données dans les portails web déployés dans le cadre du programme ATLASea.,IT en contrat CDD,3315,BAC+5,Indifférent,Chef-fe de projet ou expert-e en Ingéniérie logicielle,"Diplôme de master ou équivalent dans une discipline informatique ou bioinformatiqueBonne connaissance des environnements de développement intégré (type PyCharm ou Visual Studio) et systèmes LinuxBonne connaissance en programmation web (Python, JavaScript, CSS, API Rest) et frameworks associés (Django/VueJS).La connaissance du gestionnaire de version Git et des technologies Devops de type Docker et GitLab CI/CD serait un atout.Familiarité avec le traitement de  données de séquences génomiques et les méthodes d'analyse Intérêt pour la bioinformatique et le génomiqueAnglais parlé et écritRigueur scientifique, aptitudes organisationnellesAptitudes relationnelles et goût pour le travail en équipe",lundi 27 janvier 2025,01-03-2025,17-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3601-ANILEF-033/Default.aspx
UMR7198-MELDOG-012,Chef/cheffe de projet européen (H/F),NANCY,"Auprès du porteur scientifique, le candidat aura pour mission d’assurer la coordination du projet européen Pathfinder SpinDataCom. Il/elle aura plus particulièrement en charge le pilotage administratif et financier du projet, l’animation des différents consortia, l’organisation des réunions de projets, séminaires et colloques, la rédaction des rapports d’activité, les relations avec les différents partenaires du projet, ainsi que la communication autour de ce dernier.",IT en contrat CDD,2468,BAC+3/4,1 à 4 années,Chargé-e d'appui au projet de recherche,"- Avoir des compétences en gestion de projets européens ou internationaux ;- Maîtrise indispensable de l'anglais (écrit et oral) – Niveau C1 (cadre européen commun de référence pour les langues) ;- Connaissance de l’environnement institutionnel européen et du paysage européen de la recherche ;- Savoir développer des indicateurs et des tableaux de bord pour le suivi et l'analyse des résultats du projet ;- Organiser le classement et la conservation des documents traités ; - Connaître des logiciels de création de sites web (ex : WordPress) ; - Maîtriser les logiciels de suivi et de planification d'activité ;- Maîtriser les outils bureautiques (Office Pack, Excel) et des outils de communication informatique.- Capacités organisationnelles et de respect d’échéances ;- Capacités rédactionnelles fortes (notes d’information, des documents de synthèse, etc.) ;- Capacité à travailler en équipe et dans un contexte multiculturel ;- Capacité à appliquer et faire respecter les textes réglementaires ;- Respecter la confidentialité des données ; - Compétences relationnelles, capacité d'écoute et autonomie.- Une sensibilité aux approches scientifiques dans le domaine de la physique serait un plus.",vendredi 24 janvier 2025,01-04-2025,14-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7198-MELDOG-012/Default.aspx
UMR6074-CLAPAC-009,Ingénieur en Interaction haptique dans les applications de la manipulation robotique H/F,RENNES,"L’ingénieur contribuera à l'avancement de l'autonomie partagée haptique pour les systèmes de télémanipulation à haute dextérité. Le rôle consiste à allier l'adaptabilité humaine à la précision robotique, en favorisant une interaction fluide entre les opérateurs et les systèmes robotiques dans des environnements complexes. Les responsabilités incluent le développement de cadres pour le contrôle cognitif partagé, la conception de systèmes de retour haptique et la garantie de la stabilité dans des contextes dynamiques. Les applications couvrent l'assemblage de précision, la robotique médicale et l'automatisation industrielle.",IT en contrat CDD,4042,Doctorat,1 à 4 années,Chef-fe de projet ou expert-e en ingénierie des systèmes d’information,"Solide expertise en robotique, programmation et systèmes de contrôle.Maîtrise des systèmes haptiques, de rétroaction sensorielle ou de robotique pilotée par IA.Expérience dans les configurations expérimentales et l’évaluation des interactions utilisateurs.Capacité à résoudre des problèmes de manière autonome et proactive.Maîtrise de l'anglais ; le français est un atout.",mercredi 29 janvier 2025,01-04-2025,19-02-2025,13 mois,https://emploi.cnrs.fr/Offres/CDD/UMR6074-CLAPAC-009/Default.aspx
UMR8617-VIRKAT-006,Ingénieur CDD (H/F) développement d’algorithme d’imagerie médicale,ORSAY,Nous recrutons un(e) Ingénieur(e) pour intégrer un projet interdisciplinaire (science et données) dans un laboratoire d’astrophysique et y développer un algorithme pour l’analyse d’images biomédicales.,IT en contrat CDD,3013,BAC+5,1 à 4 années,Expert-e en calcul scientifique,"Compétences techniques requises●	Bonne maîtrise de Python,●	Expérience en développement de code,●	Maîtrise des concepts et outils de qualité logicielle (gestion de version, intégration continue, déploiement, tests, documentation)●	Environnement Linux,●	Expérience en analyse d’images,Compétences transverses et relationnelles requises●	Bon niveau d'anglais technique,●	Bonnes capacités de rédaction et de synthèse (français et anglais),●	Investissement, rigueur, méthode, autonomie, et esprit d’initiative,●	Capacité à travailler en équipe interdisciplinaire.Profil recherché et Formation :Ingénieur(e) ou PhD ou titulaire d’un Master 2 en informatique ou traitement du signal/image avec une expérience en imagerie médicale est un plus.",vendredi 24 janvier 2025,10-03-2025,14-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8617-VIRKAT-006/Default.aspx
UMR9001-SYLLAM0-049,CDD Gestionnaire Ressources Humaines H/F,PALAISEAU,"Le/La gestionnaire RH réalise des actes administratifs, dans le respect des techniques, des règles et des procédures applicables au domaine des ressources humaines dans les unités de recherche.",IT en contrat CDD,2510,BAC,Indifférent,Gestionnaire des ressources humaines,• Utiliser les techniques de rédaction administratives• Savoir gérer son activité dans un calendrier et un cadre de gestion complexe• Bonne connaissance de la bureautique (Word et Excel niveau intermédiaire)• Capacité à travailler en équipe• Langue anglaise : B1 (cadre européen commun de référence pour les langues),vendredi 24 janvier 2025,01-04-2025,14-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR9001-SYLLAM0-049/Default.aspx
MOY1500-FRADJI1-120,Responsable d’animation régionale des ingénieurs-transfert H/F,TALENCE,"Le Responsable d’animation régionale H/F aura pour mission principale de contribuer à l’animation du réseau des ingénieurs-transfert sur le périmètre géographique Aquitaine et Occitanie Ouest, et d’être le relai des actions mises en œuvre par la Direction Générale Déléguée à l’Innovation (DGD-I) dans le cadre de ses missions.",IT en contrat CDD,2950,BAC+5,5 à 10 années,Responsable de l’administration et du pilotage,"Les principales compétences professionnelles attendues sont les suivantes : •	Excellente maîtrise des techniques de communication et de relation client  •	Qualités et appétence pour la gestion d’équipe afin de favoriser l’engagement, le partage et le développement des compétences•	Disposer d’une connaissance avérée des techniques de vente et de négociation, adaptables au domaine de la recherche scientifique•	Capacité à fournir des feedbacks constructifs •	Savoir analyser et traiter la donnée issue du terrain pour proposer des recommandations d’amélioration•	Niveau d’anglais minimum B1Les principales compétences personnelles attendues sont les suivantes : •	Esprit d’équipe, sens de l’écoute•	Orientation « résultats »•	Curiosité intellectuelle•	Adaptabilité•	Bonne autonomie",vendredi 24 janvier 2025,01-03-2025,14-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1500-FRADJI1-120/Default.aspx
UMR7010-CHRBOU-008,Assistant en gestion administrative et financière H/F,NICE,"Au sein du service administratif, l'assistant(e) en gestion administrative coordonne et réalise de manière polyvalente et autonome des actes de gestion administrative et financière. Il (Elle) assure le suivi budgétaire et les justifications financières des crédits et contrats de recherche gérés ainsi que la gestion des recrutements des contractuels.",IT en contrat CDD,3345,BAC + 2,Indifférent,Assistant-e en gestion administrative,"- Connaissances budgétaires et comptables,- Connaissance générale des ressources humaines,- Connaissance de la réglementation et des procédures spécifiques à la gestion des établissements publics et des contrats européens,- Maîtrise des outils bureautiques et techniques d’élaboration de documents,- Capacité rédactionnelle et de synthèse,- Conception et suivi de tableaux de bord et procédures,- Expertise et soutien règlementaire au sein de l’unité pour alerter en cas de dysfonctionnement liés aux traitements et opérations de gestion,- Aptitude au travail en équipe dans le respect de la confidentialité des informations,- Qualités relationnelles, communication et sens de la pédagogie,- Savoir rendre compte de son activité,- Niveau anglais B2.",jeudi 23 janvier 2025,17-03-2025,13-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7010-CHRBOU-008/Default.aspx
UMR9001-SYLLAM0-057,Assistant technique maintenance et travaux immobiliers (H/F),PALAISEAU,L’assistant technique maintenance et travaux immobiliers (H/F) est chargé du suivi quotidien d’opérations de conservation et de maintenance des biens et équipements immobiliers du site.,IT en contrat CDD,2735,BAC + 2,Indifférent,Chef-fe d'exploitation de maintenance des bâtiments,"Savoirs généraux :•	Connaissance approfondie des règles et techniques de construction de bâtiment notamment au niveau du second œuvre.•	connaissances générales en thermique, climatique, électricité, ascenseur…•	Connaissance générale de la GMAO (Gestion de la Maintenance Assistée par Ordinateur) et notamment en matière de GTC (Gestion Technique Centralisée).•	Connaissance générale de la réglementation ERP.•	Connaître la réglementation et la spécificité technique des locaux à usage des laboratoires.Compétences linguistiques :•	Anglais : Compréhension écrite et orale : niveau B1/B2Savoir-faire :•	Utiliser de manière optimale des logiciels de dessin assistés par ordinateur (DAO), des logiciels de GMAO et tous les logiciels de traitement de texte et tableurs.•	Mettre en place une méthodologie pour la gestion de la maintenance.•	Maîtriser les normes et les techniques du bâtiment.•	Réaliser des plans techniques d’installation.•	Rédiger des pièces techniques (écrites et dessinées) pour des dossiers de consultation des entreprises.•	Utiliser des appareils de mesure (voltmètre, ampèremètre, compteurs divers…) et des outils de métrés sur place (laser mètre, niveau, règles…).•	Suivre un chantier et manager une équipe.Savoir être :•	Qualités relationnelles.•	Capacité à travailler en équipe et à coordonner des travaux.•	Capacité à gérer les priorités.•	Respect des horaires et des plannings.•	Respect du devoir d’information vers la hiérarchie. •	Savoir respecter les règles de discrétion et de confidentialité.•	Capacité à adapter son langage aux divers interlocuteurs.",lundi 3 février 2025,01-04-2025,24-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR9001-SYLLAM0-057/Default.aspx
UMR5095-KILAUD-040,Ingénieur d’étude en biologie H/F,BORDEAUX,"La personne recrutée travaillera sur une étude qui vise à développer des approches pharmacologiques pour traiter les maladies mitochondriales. Ses missions consisteront à :-	Tester des candidats médicaments sur des cellules mammifères (humaines et murines) ainsi que sur des modèles murins des pathologies étudiées.-	Elucider les mécanismes d’action. Pour cela, la personne recrutée sera amenée à utiliser des modèles d’eucaryotes inférieurs telle que la levure Saccharomyce cerevisiae.",IT en contrat CDD,2549,BAC+3/4,Indifférent,Ingénieur-e en techniques biologiques,"Connaissances- Formation en expérimentation animale requise et indispensable (manipulation de la souris, gavage, chirurgie).- Connaissance en culture cellulaire requise et indispensable- Manipulation de la levure Saccharomyce cerevisiae requise et indispensable- Connaissance en bioénergétique et analyses sur mitochondries (oxygraphie et activités des complexes OXPHOS) appréciées. - Connassance en histologie et microscopie appréciées.- anglais (niveau B1 minimum).Savoir faire - Bonne maîtrise des techniques de culture de cellules mammifères (MEFs, fibroblastes, myoblastes, IPSCs, cardiomyocytes), de microscopie, PCR et RT-q-PCR, western blots, analyses protéomiques.- Bonne maîtrise de l’oxygraphe OROBOROS- Maîtrise des outils informatiques et logiciels dédiés au traitement des données (ImageJ, Excel, GraphPad etc...)- savoir s'adapter rapidement aux nouvelles méthodologies.Savoir être - Motivé-e, - Investi-e, - Rigoureux-se, - Organisé-e et Autonome",jeudi 23 janvier 2025,01-04-2025,13-02-2025,9 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5095-KILAUD-040/Default.aspx
UMR7271-VIVROS-075,Ingénieur de recherche dans le domaine des sciences du logiciel appliquées aux systèmes cyber-physiques (H/F),VALBONNE,"L’ingénieur aura pour mission de participer aux activités scientifiques et techniques de l’équipe impliquée dans le projet pour la conception d’un outil dans la solution DYNABIC, visant à fournir aux opérateurs d'infrastructures critiques une compréhension complète et en temps réel de l'état de leur système, des menaces potentielles et des actions à entreprendre pour maintenir la continuité des activités.",IT en contrat CDD,3818,BAC+5,Indifférent,Expert-e en calcul scientifique,"Les travaux proposés offrant ainsi un large spectre d’activités et ils peuvent correspondre à des candidats avec des profils et background différents.  Les compétences souhaitées sont ainsi diverses.Recherche :•	Compétences appréciées dans le domaine des systèmes cyber-physiques•	Compétences appréciées dans le domaine de la sécurité et des cyber-attaques •	Mener une étude bibliographique •	Rédiger des documents scientifiques Développement & Intégration :•	Rédiger de la documentation technique•	Concevoir et Développer un Frontend (ex. React et micro-frontend)  •	Utiliser et intégrer une plateforme de gestion de flux de données (ex. Kafka) •	Mettre en œuvre un déploiement via des container et une orchestration de containers (ex. Docker, Kubernetes)Autres :•	Maîtriser l’anglais à l’oral et l’écrit •	Gérer un projet•	Conduire des réunions et rédiger des comptes-rendus",jeudi 23 janvier 2025,01-04-2025,13-02-2025,8 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7271-VIVROS-075/Default.aspx
UMR7093-JULUIT-006,Ingénieur-e de recherche en développement de produits de données biogéochimiques basés sur le machine learning (H/F),VILLEFRANCHE SUR MER,"Le/la candidat(e) retenu(e) contribuera aux activités opérationnelles et de recherche menées par l’équipe LOV-OMTAB dans le cadre de sa participation au MULTIOBS TAC du Copernicus Marine Service (https://marine.copernicus.eu/about/producers/mob-tac). L'équipe développe, améliore et met à disposition de manière opérationnelle des produits biogéochimiques innovants pour la surveillance et la caractérisation de l’environnement marin.Plus spécifiquement, au cours des trois années de ce contrat, le/la candidat(e) sera chargé(e) d’implémenter deux nouvelles variables au produit 3D de concentration en chlorophylle-a et carbone organique particulaire pour l’océan global (https://data.marine.copernicus.eu/product/MULTIOBS_GLO_BIO_BGC_3D_REP_015_010/description). Ces variables incluront :Des variables radiométriques (éclairement), dérivées d’une méthode récemment publiée (Renosh et al., 2023).La concentration en chlorophylle-a associée à différentes communautés phytoplanctoniques, nécessitant la consolidation et la validation de méthodes récemment développées à cet effet.",IT en contrat CDD,3340,BAC+5,1 à 4 années,Expert-e en calcul scientifique,"Connaissances requises :-Solides bases en océanographie et biogéochimie marine (notamment communautés phytoplanctoniques).-Mathématiques et statistiques appliquées.-Techniques de machine learning et d'analyse de données.-Compétences en recueil, analyse, et traitement des données.-Expertise en programmation (Python, R, Shell).-Maîtrise de l’environnement Linux/Unix.-Anglais : niveau B2 (cadre européen commun de référence pour les langues).Savoir-faire requis :-Gestion et traitement de bases de données volumineuses et hétérogènes.-Solide maîtrise du langage Python pour le développement d’algorithmes complexes (machine learning).-Capacité à concevoir, développer et implémenter des algorithmes pour le traitement et l’analyse des données océaniques.-Garantir la qualité, la fiabilité et la pertinence des outils d'analyse et des résultats produits.-Compétences en rédaction de documents scientifiques et techniques de haut niveau.-Expérience en collaboration avec des équipes de recherche.Savoir-faire transversaux :Capacité à interagir avec des scientifiques (biogéochimistes, chimistes, physiciens) et des informaticiens.Savoir-être :-Excellent relationnel, esprit d’équipe.-Disponibilité et réactivité.-Sens de l’analyse et capacité à être force de proposition.-Adaptabilité et autonomie.-Organisation et rigueur dans le travail.",jeudi 23 janvier 2025,31-03-2025,13-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7093-JULUIT-006/Default.aspx
MOY200-LISQUE-004,Gestionnaire Administration du Personnel (H/F),PARIS 05,"Au sein du service des ressources humaines qui gère environ 3900 agents, vous assurez, dans le respect des règles et des techniques en vigueur, la gestion administrative et la paie d'un portefeuille de personnels affectés au sein des laboratoires de la circonscription Paris Centre du CNRS (chercheurs, ingénieurs, techniciens, agents recrutés sur CDD).",IT en contrat CDD,3208,BAC + 2,Indifférent,Assistant-e des ressources humaines,"Dipômé.e d'un BAC+2, vous connaissez les techniques de gestion des ressources humaines (paie, gestion administrative...) et les outils de gestion RH.  Vous savez analyser et appliquer des dispositions réglementaires. Vous faites preuve d'aisance aussi bien à l'oral qu'à l'écrit, l'anglais est un plus. Afin de répondre au mieux à vos divers interlocuteurs, vous avez le sens du service. Une bonne gestion des priorités, organisation, rigueur et aptitude au travail en équipe sont des atouts pour réussir à ce poste.",jeudi 23 janvier 2025,01-03-2025,13-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/MOY200-LISQUE-004/Default.aspx
UPR2940-ANNJAU-025,Ingénieur de recher. dévelop. d'instrumentation de mesure RF - H/F,GRENOBLE,"Le poste vise à développer une instrumentation de mesure RF pour étudier des qubits de spin CMOS. En particulier, nous cherchons à intégrer un système développé au laboratoire dans une interface de contrôle sous python. Une fois cela réaliser, il s’agira de l’appliquer pour mesurer et contrôler en multiplexage fréquentiel quelques qubits.Par conséquent, la recherche implique la participation à la conception de dispositifs microondes, l’interfaçage d’un système RF fait maison – en collaboration avec le pôle électronique de l’UPR 2940-, l'acquisition et l'analyse de données, suivies de mesures en milieu cryogénique.",IT en contrat CDD,2930,BAC+5,Indifférent,Expert-e en développement d'instrument,"Savoirs / connaissances électronique RF et microonde, physique quantiqueSavoir-faire développement de code pour l’instrumentation RF, réalisation de plan d’expérienceSavoirs-être minutieux, organisé et collaboratifCompétences managériales encadrement de stagiaire niveau M2",jeudi 23 janvier 2025,01-04-2025,13-02-2025,1 mois,https://emploi.cnrs.fr/Offres/CDD/UPR2940-ANNJAU-025/Default.aspx
UMR5513-JULCAY-004,Adjoint technique en tribologie (H/F),ECULLY,"Participation à la mise en œuvre des dispositifs expérimentaux selon les protocoles établis, dans le cadre de la tribologie des contacts élastomères.",IT en contrat CDD,2116,"CAP, BEP",Indifférent,Préparateur-trice de matériaux,- tribologie- capacité à réaliser des expériences- mécanique et matériaux,mercredi 22 janvier 2025,03-03-2025,12-02-2025,6 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5513-JULCAY-004/Default.aspx
UMR5256-FRARAT-002,Technicien H/F en Chimie – Synthèse inorganique – Analyse,VILLEURBANNE,"Le recrutement intervient dans le cadre du projet ANR PhosCat qui vise à évaluer le potentiel de matériaux phosphates de terres rares pour la valorisation catalytique de biomasse en produits chimiques. La personne recrutée participera à la mise en place et la réalisation d'expériences, en collaboration avec les autres personnels impliqués dans le projet.",IT en contrat CDD,2181,BAC,1 à 4 années,Technicien-ne en chimie et sciences physiques,"La personne recrutée :- devra posséder des connaissances générales et un savoir-faire dans le domaine de la chimie de synthèse simple (synthèse, purification, analyse).- devra être capable d'analyser et reproduire les protocoles expérimentaux décrits dans la littérature scientifique.- devra s’organiser et planifier les expériences de manière autonome.- aura des capacités de communication avec des collègues (doctorants, stagiaires) anglophones.- sera formée à toutes les techniques non-familières pour gagner en connaissances et en autonomieUne première expérience n’est pas nécessaire. Le poste est ouvert aux nouveaux diplômés.",mercredi 22 janvier 2025,01-04-2025,12-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5256-FRARAT-002/Default.aspx
UMR5313-GWECLE-001,Gestionnaire RH et financiere (H/F),GRENOBLE,"Sous la responsabilité de la responsable administrative de l’unité, la personne recrutée aura comme missions 1) la gestion RH des dossiers du personnel non titulaire (stagiaires/doctorants/CDD) sur l’ensemble des tutelles de GAEL et 2) la gestion des déplacements (missions/notes de frais) et des achats (bons de commande et factures) sur 2 des 4 tutelles. Elle aura également en charge la mise en œuvre de la logistique inhérente à toute arrivée/départ des agents de l’unité (changement de bureau, nettoyage, demande d’intervention des personnes logistiques de l’UGA, hébergeur de GAEL).",IT en contrat CDD,1538,BAC,1 à 4 années,Gestionnaire des ressources humaines,"- Connaissances générales de la gestion des ressources humaines (connaissance générale) pour suivre les procédures et appliquer la réglementation à des cas concrets- Assurer le suivi et l'instruction des dossiers de recrutement des personnels non permanents auprès de l’ensemble des tutelles- Savoir gérer son activité dans un calendrier et un cadre de gestion complexe- Savoir hiérarchiser les tâches et organiser son activité- Savoir rendre compte de manière appropriée- Communiquer et faire preuve de pédagogie- Mettre en œuvre des procédures et des règles- Mettre à jour et classer les documents de référence- Utiliser les logiciels spécifiques à l'activité et les logiciels courants (traitement de texte, tableur, …)- Langue anglaise : A1 à A2- Assurer la gestion des déplacements des agentsAptitudes recherchées :- Qualité d'organisation, de rigueur et de réactivité- Sens des relations humaines- Respect de la confidentialité- Disponibilité, efficacité, sens du service- Goût pour le travail en équipe- Capacité rédactionnelle et relationnelle",mercredi 22 janvier 2025,01-03-2025,12-02-2025,10 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5313-GWECLE-001/Default.aspx
UMR5281-STEGHI-003,Chargé de projet (H/F) animation Living Lab MedCoast / Solutions Fondées sur la Nature (SFN),MONTPELLIER,"Le Living Lab MedCoast du programme national de recherche SOLUBIOD (https://www.pepr-solubiod.fr/) a pour objet l’étude et l’évaluation de solutions fondées sur la nature (SfN) en contexte littoral. Il s’inscrit dans l’OHM Littoral méditerranéen (dispositif de recherche interdisciplinaire du CNRS Ecologie et environnement, dédié à l’étude des socio-écosystèmes littoraux fortement anthropisés du littoral méditerranéen français). Dans ce cadre, la personne recrutée aura la responsabilité fonctionnelle de l’équipe opérationnelle du Living Lab pour assurer son implémentation en lien et sous la supervision des directeurs de l’OHM. Vous coordonnerez la gestion organisationnelle, administrative et financière du programme, en collaboration avec la co-direction du Living Lab. Au sein du Living Lab, vous collaborerez et contribuerez à la coordination, au partage d’expérience, et à la mutualisation entre les actions et activités mises en place.",IT en contrat CDD,2875,BAC+5,Indifférent,Ingénieur-e biologiste en analyse de données,"Compétences principales :•	Formation et expérience dans la gestion de projets et/ou de programmes au niveau local et/ou national, avec intérêt marqué pour les sciences de l'environnement•	Expérience de la méthodologie de conduite et suivi de projet•	Goût et aptitude à la rédaction de documents en langue française•	Maîtrise de la langue anglaise : B2 à C1 (cadre européen commun de référence pour les langues)•	Permis B de conduire des voitures •	Connaissance du fonctionnement de la recherche publique et des domaines scientifiques associés à la biodiversité ou à l’environnement, souhaitéeCompétences opérationnelles :•	Management opérationnel de projet / d’équipe•	Gestion de son activité dans un calendrier et un cadre de gestion complexe•	Maîtrise des interactions avec un réseau diversifié de partenaires au sein d’un projet appliqué, incluant des partenaires de natures différentes (par exemple ici, entités académiques et non-académiques publiques et privées)Compétences comportementales :•	Excellent sens de l'organisation, y compris la gestion du temps et des priorités•	Compétences interpersonnelles, établir des relations avec des personnes d’horizons différents, être diplomate•	Être proactif et travailler à la fois de manière indépendante et en équipe",vendredi 24 janvier 2025,01-03-2025,14-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5281-STEGHI-003/Default.aspx
UMR5219-DOMBAR-001,Technicien / Technicienne d’information documentaire et collections patrimoniales H/F,TOULOUSE,"Dans le cadre du plan national de conservation partagée des périodiques de mathématiques (PCMath), la/le technicien-ne assiste la Bibliothèque de Mathématiques de Toulouse et le Département des Ressources documentaires du SCD de l’Université de Toulouse, dans des opérations de désherbage, transfert, refoulement, récolement en magasin, ainsi que de mise à jour des états de collections des périodiques imprimés concernés, dans les catalogues communs SUDOC et CFP (Catalogue Fusionné des Périodiques de Mathématiques).",IT en contrat CDD,2207,BAC + 2,Indifférent,Technicien-ne d'information documentaire et de collections patrimoniales,"Compétences - Connaissances en traitement de l'information et gestion de données bibliographiques.- Connaissances des normes de catalogage des périodiques, savoir-faire opérationnels.- Expérience en WinIBW et/ou Colodus.- Maitrise des outils bureautiques.Savoir-faire - Capacité à travailler dans le respect des procédures et méthodes de travail.- Capacité d’adaptation à des activités mutualisées.Savoir-être - Capacité à se situer et à s'intégrer au sein d'une équipe de travail.- Capacité à s’adapter aux conditions de travail en magasin.- Rigueur et précision.",mercredi 22 janvier 2025,01-04-2025,12-02-2025,7 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5219-DOMBAR-001/Default.aspx
MOY1100-ALLMAR-022,Technicien électricien (H/F),GRENOBLE,"Le technicien électricien est chargé d’assurer l'exploitation, la maintenance et la continuité de service des installations de courants forts et faibles de l'ensemble des bâtiments de la Délégation Alpes.",IT en contrat CDD,3229,BAC,Indifférent,Technicien-ne électricité courants fort ou faible,"Compétences techniques  (savoirs, savoir-faire) :Compétences attendues dans le domaine de l'électricité et /ou électrotechniqueSavoir mettre en œuvre les techniques d'installation et de maintenance des équipements électriques ;Savoir établir un diagnostic et résoudre des dysfonctionnements, parfois en situation d'urgence ;Être en capacité d'utiliser les outils informatiques adaptés (Autocad, Word, Excel, etc..) ;Connaissance de la règlementation électrique, des techniques d'installation et de maintenance des équipements ;Capacité à lire, modifier et mettre à jour des schémas électriques ;Compétences transverses / interpersonnelles essentielles (savoirs-être – soft skills) :Travail en équipe et esprit d’équipeFaire preuve d’organisation et définir des prioritésDisposer d’une capacité à convaincre et à mobiliser Avoir un sens critique Esprit d’analyse et de synthèseAutonomie",mardi 21 janvier 2025,01-04-2025,11-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1100-ALLMAR-022/Default.aspx
UMR5128-LEAVIL-007,MANAGER DE PROJETS EUROPEEN / EUROPEAN PROJECT MANAGER H/F temps partiel 50%,VILLEURBANNE,"Le CNRS est à la recherche d'un-e manager de projet pour la coordination d’un projet européen lié à la conversion de la biomasse et des déchets, à l'économie circulaire et à la décarbonation de l’industrie.Le/la titulaire du poste sera chargé-e de la coordination, de la communication au sein des équipes de recherche et des parties prenantes externes et de la gestion administrative.Cette opportunité offre un contexte unique pour contribuer de manière substantielle à des projets innovants au sein d'un organisme engagé dans la recherche scientifique et la promotion d'initiatives pour la transition énergétique. Si vous souhaitez jouer un rôle clé dans notre mission de recherche au service de la société, nous vous encourageons à explorer cette opportunité au sein de notre équipe.Placé aux côtés de la coordinatrice scientifique, le/la manager de projet l’assistera dans la coordination des projets. Il/elle aura pour mission d’assurer l’animation du consortium et d’en faciliter le fonctionnement général en conformité avec les termes des conventions de subvention (Grant Agreement) et des accords de consortium. Ces fonctions recouvriront ainsi un ensemble de tâches liées au management organisationnel, administratif, financier et juridique des projets ainsi qu’à lacommunication. Le/la manager de projet travaillera en lien avec les services compétents du CNRS, et des partenaires.",IT en contrat CDD,3224,BAC+3/4,1 à 4 années,Chargé-e d'appui au projet de recherche,"- Diplôme : Titulaire d’un diplôme universitaire (Licence ou Master) Études Européennes et Internationales  ou équivalent- Maîtrise de l'anglais indispensable (écrit et oral)- Première expérience de l’environnement institutionnel européen et du paysage national et européen de la Recherche et de la gestion de projets européens/internationaux appréciée- Maîtrise des outils de communication (Wordpress), des outils bureautiques (MS Office, LibreOffice) et collaboratifs (SharePoint).- Capacité à travailler en équipe et dans un contexte multiculturel- Capacités d’autonomie, d’organisation, de rigueur et de réactivité fortes",mardi 21 janvier 2025,01-03-2025,11-02-2025,21 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5128-LEAVIL-007/Default.aspx
MOY1000-VIRVAL-067,Responsable pôle achats et marchés (H/F),STRASBOURG,Le/la responsable du pôle « achats et marchés » conseille et apporte son expertise aux agents en charge des achats au sein des Unités de recherche et/ou d'appui et de recherche de la circonscription. Il/elle s’attache à optimiser les achats publics et veille à leur performance. Il/elle est garant de la sécurité juridique des procédures d’achats. Il/elle pilote l’activité du pôle.,IT en contrat CDD,2313,BAC+3/4,5 à 10 années,Chargé-e des achats et des marchés,"Savoir-être -	Avoir le sens de l’organisation, des priorités et de la rigueur-	Disposer de qualités relationnelles, pédagogiques et managériales-	Avoir le sens du travail en équipe-	Savoir rendre compteSavoir-faire-	Maîtriser les techniques d’achat public-	Savoir mesurer les enjeux et les risques juridiques et financiers-	Assurer un rôle de conseil et d’aide à la décision -	Être force de proposition -	Maitrise des outils informatiques et bureautiquesSavoirs-	Maîtriser la réglementation relative à la commande publique -	Connaître la législation en matière de contentieux de l'achat public-	Connaître les principes de la comptabilité publique",mercredi 5 février 2025,01-05-2025,26-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1000-VIRVAL-067/Default.aspx
